OBJECTID,nazev,rid,fakulta_pracoviste,nazev_studijniho_programu,kod_sp,nazev_studijniho_oboru,kod_so,celkem_cr,celkem_khk,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,nazev_ulice,cislo_domovni,typ_cisla_domovniho,cislo_orientacni,psc,www,wkt,x,y,dp_id
172,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Informatika,B1801,Informatika se zaměřením na vzdělávání,1802R023,6,6,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS172
173,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,B1101,,,12,12,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS173
174,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,N1101,,,7,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS174
175,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,B1101,Biologie se zaměřením na vzdělávání,7504R002,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS175
176,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,B1101,Historie se zaměřením na vzdělávání,7105R056,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS176
177,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,B1101,Matematika se zaměřením na vzdělávání,7504R015,7,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS177
178,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika,N1101,Učitelství matematiky pro SŠ,7504T088,7,7,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS178
179,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Matematika se zaměřením na vzdělávání,B0114A170006,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS179
180,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Specializace v pedagogice,P7507,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS180
181,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Specializace v pedagogice,P7507,Teorie vzdělávání ve fyzice,7501V026,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS181
182,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Učitelství fyziky a matematiky pro střední školy,N0114A110004,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS182
183,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Učitelství informatiky a fyziky pro střední školy,N0114A140002,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS183
184,Univerzita  Hradec Králové,18470,Přírodovědecká fakulta,Učitelství informatiky a matematiky pro střední školy,N0114A140003,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Hradecká ,1285,č.p.,,50003,https://www.uhk.cz/cs/prirodovedecka-fakulta/prf,POINT(50.2037950  15.8287967),15.8287967,50.203795,AVS184
185,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,B6731,,,20,20,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS185
186,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,N6731,,,36,36,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS186
187,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,B6731,Sociální práce,6731R012,13,13,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS187
188,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,N6731,Sociální práce,6731T012,36,36,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS188
189,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,B6731,Sociální práce s osobami se sníženou soběstačností,6731R029,4,4,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS189
190,Univerzita  Hradec Králové,18900,celoškolská pracoviště,Sociální politika a sociální práce,B6731,Sociální práce ve veřejné správě,6731R023,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Rokitanského ,62,č.p.,26,50003,https://www.uhk.cz/,POINT(50.2089794  15.8301381),15.8301381,50.2089794,AVS190
191,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,"Anatomie, histologie a embryologie",P0912D350077,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS191
192,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Fyziologie a patologická fyziologie,P0912D350063,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS192
193,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Gynekologie a porodnictví,P0912D350054,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS193
194,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,"Hygiena, preventivní lékařství",P0912D350056,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS194
195,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Chirurgie,P0912D350030,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS195
196,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Klinická onkologie a radioterapie,P0912D350060,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS196
197,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská farmakologie,P0912D350051,,,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS197
198,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská chemie a biochemie,P0912D350058,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS198
199,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská imunologie,P0912D350047,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS199
200,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská mikrobiologie,P0912D350078,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS200
201,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Neurologie,P0912D350018,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS201
202,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Ošetřovatelství,B5341,,,23,23,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS202
203,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Ošetřovatelství,B5341,Všeobecná sestra,5341R009,23,23,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS203
204,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Patologie,P0912D350032,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS204
205,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Radiologie,P0912D350035,,,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS205
206,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Vnitřní nemoci,P0912D350065,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS206
207,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Všeobecné lékařství,M5103,,,186,186,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS207
208,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Všeobecné lékařství,M5103,Kmenový obor: Všeobecné lékařství,5103T000,186,186,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS208
209,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Zubní lékařství,M5111,,,40,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS209
210,Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Zubní lékařství,M5111,Kmenový obor: Stomatologie,5104T000,40,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS210
211,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Bioanalytická laboratorní diagnostika ve zdravotnictví,N0914P360004,,,28,28,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS211
212,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Bioanalytické metody,P0914D360003,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS212
213,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmacie,M5206,,,176,171,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS213
214,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmacie,M5206,Farmacie,5206T004,176,171,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS214
215,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmakognosie a nutraceutika,P0916D080002,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS215
216,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmakologie a toxikologie,P0916D080009,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS216
217,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Klinická a sociální farmacie,P0916D080001,,,3,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS217
218,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Laboratorní diagnostika ve zdravotnictví,B0914A360002,,,18,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS218
219,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Pharmacognosy and Nutraceuticals,P0916D080003,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS219
220,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Pharmacology and Toxicology,P0916D080012,,,1,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS220
221,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Xenobiochemie a patobiochemie,P0916D080013,,,2,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS221
222,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Zdravotnická bioanalytika,B5207,,,8,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS222
223,Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Zdravotnická bioanalytika,B5207,Zdravotní laborant,5345R020,8,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS223
